id,Embedding-7,Embedding-22,Embedding-24,Embedding-25,Embedding-26,Embedding-38,Embedding-39,Embedding-48,Embedding-54,Embedding-57,Embedding-58,Embedding-59,Embedding-63,NRC-Affect-Intensity-fear_Score,NRC-Affect-Intensity-sadness_Score,NRC-Affect-Intensity-joy_Score,mean_mpqa-negCount,BingLiu-posCount,AFINN-posScore,AFINN-negScore,mpqa-negCount,NRC-10-disgust,NRC-10-joy,NRC-10-negative,NRC-10-surprise,NRC-10-Expanded-joy,NRC-10-Expanded-surprise,NRC-10-Expanded-sadness,NRC-Hash-Emo-surprise,Negation-negationCount,Emoticons-posScore,Emoticons-negScore,lda1,lda2,lda3,lda4,lda6,lda7,lda8,lda9,lda10,NN,VB,CD,NNS,VBP,RB,VBD,MD,VBN,DT,NNP,JJS,JJR,FW,SYM,VBZ,RBS,RBR,VBG,TO,LS,CC,PRP,RP,UH,WP$,COUNTRY,DATE,NATIONALITY,CAUSE_OF_DEATH,NUMBER,TITLE,ORDINAL,STATE_OR_PROVINCE,RELIGION,IDEOLOGY,DURATION,ORGANIZATION,MONEY,TIME,PERSON,CRIMINAL_CHARGE,PERCENT,LOCATION,CITY,sq_Embedding-22,sq_Embedding-33,sq_Embedding-56,sq_Embedding-92,sq_Embedding-93,mean_Emoticons-posScore,sq_Emoticons-posScore,sqrt_Emoticons-posScore,log_Emoticons-posScore,mean_Emoticons-negScore,sq_Emoticons-negScore,sqrt_Emoticons-negScore,mean_WP$,sq_WP$,sqrt_WP$,sq_STATE_OR_PROVINCE,sqrt_PC3,sqrt_PC4
3584,0.011499,0.045233,-0.022051,0.008643,-0.025202,0.019982,-0.028761,-0.058731,-0.011592,-0.006673,-0.015648,-0.063006,0.011519,0,0,0,-0.466639039,0,0,-3,1,0,0,0,0,0.045247,0.105767,1.369481,0.792217,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002046024,0.007374344,0.004281739,0.000659925,0.000555639,0,0,0,1.151292546,0,0,0,0,0,0,0,1.122327202,1.61972463
5851,0.024692,0.079877,0.029269,-0.003908,0.068231,0.043785,-0.04225,-0.060983,-0.021076,-0.047441,-0.057433,0.02642,-0.039209,0,0,0.422,0.533360961,1,1,0,0,0,1,0,0,0.097681,0.06023,0.050187,0.307568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006380335,0.00060516,2.55E-06,0.004518528,0.001376039,0,0,0,1.151292546,0,0,0,0,0,0,0,0.570721109,0.922178045
14311,0.007093,-0.003938,-0.034072,0.057836,0.03055,0.028035,-0.020902,-0.033125,0.037241,0.027256,0.006063,0.037887,-0.020903,0,0.375,0,0.533360961,0,0,0,0,0,0,1,0,0.036717,0.052038,0.031614,0.497938,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-05,2.82E-05,0.0001602,0.000345105,0.002328063,0,0,0,1.151292546,0,0,0,0,0,0,0,0.567855789,1.582634559
7836,0.036256,-0.006867,-0.017635,-0.082734,-0.015937,-0.004373,0.013365,-0.094263,-0.049916,0.024449,-0.07261,-0.012101,0.025541,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.029668,0.035379,0.035088,0.101764,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72E-05,0.002161878,0.001019972,0.001453439,0.003154058,0,0,0,1.151292546,0,0,0,0,0,0,0,1.201294183,0.511110313
2321,0.037604,-0.027818,-0.035481,0.016331,-0.050841,0.010983,-0.061502,-0.094962,-0.039614,-0.007636,-0.013634,-0.016576,-0.008426,0.188,0,0,0.533360961,0,0,-1,0,0,0,0,0,0.145058,0.075119,0.12508,0.090069,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000773841,0.006515557,1.62E-05,8.68E-05,8.54E-05,0,0,0,1.151292546,0,0,0,0,0,0,1,2.639918122,0.715518838
547,0.011987,-0.008584,0.037873,-0.031167,-0.019503,-0.027288,-0.009192,-0.011688,0.015053,-0.010684,0.048887,0.004211,0.046835,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.003339,0.006678,0.005513,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37E-05,0.00075713,0.003465324,6.89E-05,0.000712943,0,0,0,1.151292546,0,0,0,0,0,0,0,0.829196554,0.415259309
9095,0.072287,0.052405,-0.03965,-0.023706,0.031471,-0.017176,-0.056069,-0.069327,-0.029304,-0.01195,-0.039039,0.013268,-0.030151,0,0,0.397,0.533360961,0,0,0,0,0,0,0,0,0.270039,0.141805,0.082573,0.258644,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.002746284,7.87E-05,2.00E-05,0.000105905,0.002004084,0,0,0,1.151292546,0,0,0,0,0,0,0,0.354968945,0.864902125
4614,0.053573,0.025227,-0.040823,-0.060664,0.093117,-0.155029,0.021976,-0.047784,-0.012686,-0.059553,-0.025324,0.098515,0.070513,0,0,0,-0.466639039,0,0,0,1,0,0,1,0,0,0,0,0.512185,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636402,0.002472675,0.000837118,0.000736688,0.00015161,0,0,0,1.151292546,0,0,0,0,0,0,0,0.466473126,0.300154747
12698,0.023642,0.019545,-0.020754,-0.003485,-0.03459,0.00949,-0.026957,-0.044536,0.003879,-0.024962,-0.018872,-0.028009,-0.004199,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.044595,0.028222,0.317744,0.515852,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382007,0.001816464,0.000535784,0.000838971,0.000238085,0,0,0,1.151292546,0,0,0,0,0,0,0,0.973683323,1.207284106
2674,0.114981,-0.023698,-0.003485,0.013421,-0.033052,-0.038597,0.000199,-0.106863,-0.030033,-0.014358,-0.059177,-0.00026,-0.007331,0.391,0.547,0,-0.466639039,0,0,-2,1,0,0,2,0,0.220828,0.130995,0.117834,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561595,0.008959948,0.003779913,0.000534396,5.64E-05,0,0,0,1.151292546,0,0,0,0,0,0,0,0.702511669,0.823102052
6814,-0.015782,-0.005633,0.007358,-0.055539,0.045219,-0.081704,-0.06812,-0.026524,-0.014461,-0.018035,0.003547,0.017716,0.005418,0,0,0,0.533360961,1,3,0,0,0,0,0,0,0.185502,0.138512,0.224808,0.194268,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17E-05,0.002014394,0.000892755,0.000201498,0.00181229,0,0,0,1.151292546,0,0,0,0,0,0,0,0.942515288,1.243507199
4611,0.037949,0.077666,0.045503,-0.075962,0.019527,-0.032471,-0.007682,-0.013326,-0.02419,-0.035528,-0.002281,0.042013,0.032234,0.469,0.062,1.131,0.533360961,2,5,-2,0,1,2,1,0,0.077112,0.052345,0.044956,0.349003,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006032008,8.51E-06,0.001377746,0.000314495,0.005712488,0,0,0,1.151292546,0,0,0,0,0,0,0,0.898535811,1.204289042
4334,0.033154,0.047136,0.0237,-0.022463,-0.027806,0.035822,-0.087226,-0.141492,-0.059218,0.005096,-0.024756,-0.003741,-0.057274,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.063853,0.044367,0.086495,0.40646,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.002221802,0.000955861,0.000110586,0.000644043,0.001210344,0,0,0,1.151292546,0,0,0,0,0,0,1,1.564396924,0.561655166
9101,0.016001,0.057897,0.012666,-0.02828,-0.048308,-0.0365,0.032416,-0.072665,-0.07174,0.027487,-0.023616,-0.033289,-0.01629,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.340425,0.167123,0.062708,0.535095,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003352063,5.47E-05,0.000611474,5.35E-05,0.004303229,0,0,0,1.151292546,0,0,0,0,0,0,0,0.411922048,0.447512234
6585,-0.042239,0.078469,-0.057469,-0.030867,0.001457,-0.083015,-0.037397,-0.072891,-0.012296,-0.012328,0.014603,2.10E-05,0.053538,0,0,0,-0.466639039,0,0,0,1,1,0,1,0,0,0,0,0.061218,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006157384,0.002208718,0.002416411,9.94E-06,0.000157628,0,0,0,1.151292546,0,0,0,0,0,0,0,0.960118339,0.484244922
12156,0.004923,0.020899,-0.023153,-0.025627,0.019497,-0.060755,-0.008466,-0.025113,0.065187,0.043184,0.004959,0.010255,-0.076591,0,0,0,-0.466639039,0,0,0,1,0,0,0,0,0.048136,0.031974,0.019722,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436768,0.001153146,7.04E-07,2.78E-05,0.001299386,0,0,0,1.151292546,0,0,0,0,0,0,0,0.188187388,1.278688887
1183,0.034386,0.074416,-0.055149,-0.071168,0.027809,-0.069663,0.031505,-0.083893,-0.029999,-0.042565,-0.023648,0.033229,0.015433,0.172,0.363,0,0.533360961,0,0,-2,0,0,0,2,1,0.137408,0.078876,0.080727,1.400183,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.005537741,0.00277097,9.55E-07,0.001260108,0.000735494,0,0,0,1.151292546,0,0,0,0,0,0,1,0.841160382,0.787830471
2428,0.027708,0.002365,-0.013885,-0.050806,0.054493,-0.057562,0.031597,-0.046356,-0.022671,-0.006992,0.017171,0.011317,0.015264,0,0,0,0.533360961,1,3,0,0,0,0,0,0,0.778938,0.161396,0.059052,0.190475,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59E-06,0.000269518,0.001489034,6.58E-05,0.002471482,0,0,0,1.151292546,0,0,0,0,0,0,0,0.429478008,1.361412488
11600,0.055385,-0.016417,-0.004957,-0.037203,-0.044153,0.027599,-0.077604,-0.088754,-0.034361,-0.030444,0.003157,-0.012279,-0.047755,0,0,0,-1.466639039,0,0,-2,2,1,0,2,0,0.241101,0.121397,0.115013,1.023098,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269518,0.000805424,0.001574264,0.000325947,0.001306895,0,0,0,1.151292546,0,0,0,0,0,0,0,2.292855067,0.798986116
3162,0.028742,0.052349,-0.06629,-0.018997,-0.020551,-0.070898,-0.000614,-0.032468,0.065246,0.009556,-0.009615,0.03019,-0.043219,0.297,0,0,-1.466639039,0,0,-3,2,0,0,1,0,0.013354,0.157558,0.609671,0.556383,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002740418,0.006517817,0.001535856,0.005984105,0.001625541,0,0,0,1.151292546,0,0,0,0,0,0,0,0.737676002,1.11770189
13798,0.063455,0.0585,-0.023995,-0.032159,-0.013093,-0.067,0.002096,-0.049689,0.011377,-0.030022,0.028585,-0.031368,0.035852,0.125,0,0.409,-0.466639039,0,0,0,1,0,1,0,1,0.0935,0.087838,0.065571,0.133283,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342225,0.000662033,5.06E-07,0.000104183,5.94E-05,0,0,0,1.151292546,0,0,0,0,0,0,0,0.516445761,0.68264671
1783,0.048419,-0.027462,0.006711,0.001737,-0.020085,-0.063531,0.027026,-0.057264,0.029536,-0.029765,-0.022406,0.030445,-0.000361,1.681,0.797,0,-1.466639039,0,0,-4,2,0,0,2,0,0.0751,0.040816,0.027299,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000754161,0.000903784,0.002069249,0.000257956,5.35E-06,0,0,0,1.151292546,0,0,0,0,0,0,0,1.931166593,0.926086352
13683,0.030766,0.011367,-0.055548,-0.084035,0.012541,-0.038522,0.011263,-0.060168,0.027853,-0.028823,-0.060438,0.009474,0.005515,0,0,0,-0.466639039,0,0,-1,1,0,0,0,0,0.03468,0.015586,0.021076,0.405555,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129209,0.000663784,2.59E-05,0.001457789,1.89E-05,0,0,0,1.151292546,0,0,0,0,0,0,0,1.080263921,0.762607514
14347,0.010741,0.059554,0.018734,-0.011225,-0.055279,-0.021036,-0.033989,-0.025539,-0.021425,-0.014539,0.019823,-0.023935,0.024497,0.524,0,0,0.533360961,0,0,0,0,0,0,0,0,0.020846,0.019652,0.041376,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003546679,0.00256522,0.002382318,0.003129843,4.71E-05,0,0,0,1.151292546,0,0,0,0,0,0,0,0.93864025,0.843476121
14472,0.025409,0.008503,-0.047457,0.018205,0.001485,-0.00867,-0.036097,-0.06487,0.000581,0.001094,-0.017052,-0.067064,-0.019065,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.08043,0.046525,0.150514,0.117791,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23E-05,0.001867363,0.000159492,0.000150676,8.02E-05,0,0,0,1.151292546,0,0,0,0,0,0,0,1.755214786,0.885332852
8589,0.033109,0.055086,-0.007475,-0.00286,-0.053029,0.012457,-0.036465,-0.053368,-0.036806,-0.044206,-0.029626,0.024761,-0.018523,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.045084,0.008833,0.009681,0.724916,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003034467,0.006120872,8.87E-05,2.62E-05,0.000854393,0,0,0,1.151292546,0,0,0,0,0,0,0,0.293913528,1.026208541
10411,-0.001504,0.099,0.067587,-0.01143,-0.124727,0.094112,-0.072203,-0.012677,-0.06537,-0.100955,-0.035269,-0.05593,-0.017293,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.194508,0.104776,0.059723,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009801,0.002681997,0.010231525,0.004332272,0.007734675,0,0,0,1.151292546,0,0,0,0,0,0,0,0.824282813,1.628284611
7942,0.014706,0.005814,-0.002892,-0.111288,-0.023217,-0.030485,-0.014494,-0.057775,-0.020465,-0.002504,-0.015174,0.007236,0.027568,0,0,0,0.533360961,0,1,0,0,0,0,0,0,0.022062,0.039903,0.018907,0.463601,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0.010751409,0.012717524,1.29E-05,0.001089528,0,0,0,1.151292546,0,0,0,0,0,0,0,1.151764452,0.893273855
13715,-0.003014,0.022107,0.011582,-0.031178,0.010145,0.006594,-0.031317,-0.025688,-0.03517,0.00414,0.016438,0.022349,-0.02739,0,0,0,0.533360961,0,0,0,0,0,0,0,0,0.083009,0.079147,0.066522,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000488719,0.00102125,3.38E-05,0.000937278,3.63E-05,0,0,0,1.151292546,0,0,0,0,0,0,0,1.048088789,1.790405692
8838,0.017426,0.047405,0.031545,-0.021587,0.016768,-0.022147,-0.005799,-0.05883,0.011734,0.008309,0.0255,0.05938,0.029672,0,0,0.141,0.533360961,0,0,0,0,0,1,0,0,0.010992,0.084931,0.021233,0.372478,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002247234,0.008048602,0.001062499,0.001162946,0.001235944,0,0,0,1.151292546,0,0,0,0,0,0,0,0.287331883,0.243282013
